;W_VM_G;HP_ID_Reg;W_ID;W_GEW;W_HOCH;W_SZ;W_AZ;zweck;wegkm;wegmin_imp1;ST_JAHR;ST_MONAT;ST_WOCHE;ST_WOTAG;W_SZS;W_SZM;W_AZS;W_AZM;W_FOLGETAG;weg_intermod
250;1;236;2;0.578898448;155.1574682;39600;39720;8;0.48;2;2017;7;26;7;11;0;11;2;0;0
251;1;236;3;0.578898448;155.1574682;56700;58200;7;27.55;25;2017;7;26;7;15;45;16;10;0;0
252;1;236;4;0.578898448;155.1574682;63900;65400;8;27.55;25;2017;7;26;7;17;45;18;10;0;0
253;0;1483;1;0.192632276;51.62967073;34200;61200;7;9994;450;2017;8;31;6;9;30;17;0;0;1
254;0;1547;1;1.795834028;481.3228677;35400;39000;7;9.63;60;2016;7;30;6;9;50;10;50;0;1
255;0;1547;2;1.795834028;481.3228677;51000;54600;8;9.63;60;2016;7;30;6;14;10;15;10;0;1
256;1;1547;3;1.795834028;481.3228677;80400;81300;6;6.94;15;2016;7;30;6;22;20;22;35;0;0
257;1;1547;4;1.795834028;481.3228677;82200;83100;8;6.94;15;2016;7;30;6;22;50;23;5;0;0
258;1;1206;1;0.397228489;106.4659388;34200;36000;7;19;30;2017;6;23;6;9;30;10;0;0;0
259;1;1206;2;0.397228489;106.4659388;43800;45900;8;19;35;2017;6;23;6;12;10;12;45;0;0
260;1;558;1;0.109632382;29.3838804;26700;27600;1;3.8;15;2017;5;19;3;7;25;7;40;0;0
261;1;558;2;0.109632382;29.3838804;46800;48600;4;1.9;30;2017;5;19;3;13;0;13;30;0;0
262;1;558;3;0.109632382;29.3838804;55500;56400;7;7.6;15;2017;5;19;3;15;25;15;40;0;0
263;1;558;4;0.109632382;29.3838804;64800;66600;4;7.6;30;2017;5;19;3;18;0;18;30;0;0
264;1;558;5;0.109632382;29.3838804;70200;71400;10;12.35;20;2017;5;19;3;19;30;19;50;0;0
265;1;558;6;0.109632382;29.3838804;76500;77400;8;11.4;15;2017;5;19;3;21;15;21;30;0;0
266;1;845;1;0.236024169;63.25964875;46800;48000;7;17.1;20;2017;3;10;3;13;0;13;20;0;0
267;1;845;2;0.236024169;63.25964875;54900;55800;5;2.85;15;2017;3;10;3;15;15;15;30;0;0
268;1;845;3;0.236024169;63.25964875;59400;61200;8;19;30;2017;3;10;3;16;30;17;0;0;0
269;1;845;4;0.236024169;63.25964875;64800;65700;5;7.6;15;2017;3;10;3;18;0;18;15;0;0
270;1;845;5;0.236024169;63.25964875;66600;67500;8;7.6;15;2017;3;10;3;18;30;18;45;0;0
271;1;1179;1;0.404804258;108.4964109;46800;48000;7;17.1;20;2017;3;10;3;13;0;13;20;0;0
272;1;1179;2;0.404804258;108.4964109;54900;55800;6;2.85;15;2017;3;10;3;15;15;15;30;0;0
273;1;1179;3;0.404804258;108.4964109;59400;61200;6;19;30;2017;3;10;3;16;30;17;0;0;0
274;1;1179;4;0.404804258;108.4964109;64800;65700;6;7.6;15;2017;3;10;3;18;0;18;15;0;0
275;1;1179;5;0.404804258;108.4964109;66600;67500;8;7.6;15;2017;3;10;3;18;30;18;45;0;0
276;1;952;1;4.43717468;1189.260037;46920;47400;7;6.65;8;2016;10;39;7;13;2;13;10;0;0
277;1;952;2;4.43717468;1189.260037;52560;53160;8;6.65;10;2016;10;39;7;14;36;14;46;0;0
278;1;952;3;4.43717468;1189.260037;76800;78600;7;32.3;30;2016;10;39;7;21;20;21;50;0;0
279;0;2066;1;0.183910882;49.29214596;21120;21840;1;4.02;12;2017;7;29;5;5;52;6;4;0;0
280;0;2066;2;0.183910882;49.29214596;45180;46200;8;4.02;17;2017;7;29;5;12;33;12;50;0;0
281;0;2066;3;0.183910882;49.29214596;48600;49800;4;4.41;20;2017;7;29;5;13;30;13;50;0;0
282;0;2066;4;0.183910882;49.29214596;51000;52200;8;4.41;20;2017;7;29;5;14;10;14;30;0;0
283;0;2066;5;0.183910882;49.29214596;52980;57480;7;20.58;75;2017;7;29;5;14;43;15;58;0;0
284;1;1863;1;0.358597185;96.11190283;40500;41100;1;4.75;10;2016;8;34;2;11;15;11;25;0;0
285;1;1863;2;0.358597185;96.11190283;73200;73800;8;4.75;10;2016;8;34;2;20;20;20;30;0;0
286;1;985;1;0.051036844;13.67899249;36000;37200;7;17.1;20;2017;3;10;7;10;0;10;20;0;0
287;1;985;2;0.051036844;13.67899249;46800;48000;8;17.1;20;2017;3;10;7;13;0;13;20;0;0
288;0;985;3;0.051036844;13.67899249;54000;54900;7;2.94;15;2017;3;10;7;15;0;15;15;0;0
289;0;985;4;0.051036844;13.67899249;57000;57600;8;1.96;10;2017;3;10;7;15;50;16;0;0;0
290;0;111;1;0.79541897;213.1897124;36900;37800;5;4.9;15;2017;7;26;7;10;15;10;30;0;0
291;0;111;2;0.79541897;213.1897124;50400;51300;8;4.9;15;2017;7;26;7;14;0;14;15;0;0
292;1;111;3;0.79541897;213.1897124;57600;57900;5;2.85;5;2017;7;26;7;16;0;16;5;0;0
293;1;111;4;0.79541897;213.1897124;58800;59100;8;2.85;5;2017;7;26;7;16;20;16;25;0;0
294;0;1178;1;2.33431003;625.6462347;36000;50400;7;9994;240;2017;4;15;7;10;0;14;0;0;1
295;0;1178;2;2.33431003;625.6462347;61200;68400;8;9994;120;2017;4;15;7;17;0;19;0;0;1
296;703;1515;1;0.769457608;206.2314984;22200;28800;1;70703;110;2016;8;32;5;6;10;8;0;0;703
297;703;1515;2;0.769457608;206.2314984;55800;62400;9;70703;110;2016;8;32;5;15;30;17;20;0;703
298;703;1515;3;0.769457608;206.2314984;68400;72000;7;70703;60;2016;8;32;5;19;0;20;0;0;703
299;1;920;1;0.297194158;79.65454612;34500;35700;5;1.24;20;2017;4;17;2;9;35;9;55;0;1
300;0;920;2;0.297194158;79.65454612;42300;42900;5;0.29;10;2017;4;17;2;11;45;11;55;0;0
301;0;920;3;0.297194158;79.65454612;43500;43800;5;0.1;5;2017;4;17;2;12;5;12;10;0;0
302;1;920;4;0.297194158;79.65454612;44400;45000;4;1.05;10;2017;4;17;2;12;20;12;30;0;1
303;1;920;5;0.297194158;79.65454612;45900;46200;8;0.24;5;2017;4;17;2;12;45;12;50;0;1
304;0;920;6;0.297194158;79.65454612;65700;66300;5;0.49;10;2017;4;17;2;18;15;18;25;0;0
305;0;920;7;0.297194158;79.65454612;66600;67800;8;0.78;20;2017;4;17;2;18;30;18;50;0;0
306;1;660;1;0.500469148;134.1366973;34200;36000;7;9.5;30;2017;5;18;5;9;30;10;0;0;1
307;1;660;2;0.500469148;134.1366973;43200;45000;4;4.75;30;2017;5;18;5;12;0;12;30;0;1
308;0;75;1;1.418686976;380.2391942;25800;28200;3;6.3;40;2017;5;22;1;7;10;7;50;0;0
309;0;75;2;1.418686976;380.2391942;51000;52500;8;6.3;25;2017;5;22;1;14;10;14;35;0;0
310;1;75;3;1.418686976;380.2391942;57600;58200;4;1.71;10;2017;5;22;1;16;0;16;10;0;0
311;1;75;4;1.418686976;380.2391942;60600;61200;8;1.71;10;2017;5;22;1;16;50;17;0;0;0
312;0;1053;1;0.48413905;129.7598733;35100;36000;7;0.49;15;2017;1;1;7;9;45;10;0;0;0
313;0;1053;2;0.48413905;129.7598733;39600;40500;8;0.49;15;2017;1;1;7;11;0;11;15;0;0
314;0;1053;3;0.48413905;129.7598733;48600;51300;7;1.96;45;2017;1;1;7;13;30;14;15;0;0
315;0;1053;4;0.48413905;129.7598733;51300;54000;8;1.96;45;2017;1;1;7;14;15;15;0;0;0
316;1;757;1;8.71855895;2336.76483;39600;40200;6;2.85;10;2016;8;31;3;11;0;11;10;0;0
317;1;757;2;8.71855895;2336.76483;40500;41100;9;2.85;10;2016;8;31;3;11;15;11;25;0;0
318;1;757;3;8.71855895;2336.76483;61200;63900;8;33.25;45;2016;8;31;3;17;0;17;45;0;0
319;0;757;4;8.71855895;2336.76483;63900;64200;4;0.1;5;2016;8;31;3;17;45;17;50;0;0
320;0;757;5;8.71855895;2336.76483;65100;65400;8;0.1;5;2016;8;31;3;18;5;18;10;0;0
321;0;486;1;0.099183146;26.58325643;23400;24300;4;0.98;15;2017;6;23;2;6;30;6;45;0;0
322;0;486;2;0.099183146;26.58325643;24300;25200;8;0.98;15;2017;6;23;2;6;45;7;0;0;0
323;1;1745;1;0.217160791;58.20385024;21600;21900;7;9999;5;2017;5;18;2;6;0;6;5;0;0
324;1;1745;2;0.217160791;58.20385024;25500;26100;1;9999;10;2017;5;18;2;7;5;7;15;0;0
325;1;1745;3;0.217160791;58.20385024;58500;59400;4;9999;15;2017;5;18;2;16;15;16;30;0;0
326;1;1745;4;0.217160791;58.20385024;60300;60600;8;9999;5;2017;5;18;2;16;45;16;50;0;0
327;1;1745;5;0.217160791;58.20385024;64800;65400;7;9999;10;2017;5;18;2;18;0;18;10;0;0
328;1;1745;6;0.217160791;58.20385024;70200;70800;8;9999;10;2017;5;18;2;19;30;19;40;0;0
329;1;1943;1;0.130435408;34.95954728;33300;33600;5;1.9;5;2017;5;22;1;9;15;9;20;0;0
330;1;1943;2;0.130435408;34.95954728;40800;41100;8;1.9;5;2017;5;22;1;11;20;11;25;0;0
331;1;1943;3;0.130435408;34.95954728;42300;42600;4;1.9;5;2017;5;22;1;11;45;11;50;0;0
332;1;1943;4;0.130435408;34.95954728;44100;44400;8;1.9;5;2017;5;22;1;12;15;12;20;0;0
333;0;1943;5;0.130435408;34.95954728;54000;54600;7;2.94;10;2017;5;22;1;15;0;15;10;0;0
334;0;1943;6;0.130435408;34.95954728;57600;58200;8;2.94;10;2017;5;22;1;16;0;16;10;0;0
335;0;1943;7;0.130435408;34.95954728;58800;59100;5;0.49;5;2017;5;22;1;16;20;16;25;0;0
336;0;1943;8;0.130435408;34.95954728;60000;60300;8;0.49;5;2017;5;22;1;16;40;16;45;0;0
337;1;612;1;0.352801954;94.55865387;26100;28800;2;142.5;45;2017;3;9;3;7;15;8;0;0;1
338;1;612;2;0.352801954;94.55865387;54000;55800;4;2.85;30;2017;3;9;3;15;0;15;30;0;1
339;1;612;3;0.352801954;94.55865387;61200;64800;7;4.75;60;2017;3;9;3;17;0;18;0;0;1
340;1;612;4;0.352801954;94.55865387;70200;73800;7;3.8;60;2017;3;9;3;19;30;20;30;0;1
341;0;76;1;0.196928712;52.78120967;36900;37500;4;1.96;10;2017;6;25;3;10;15;10;25;0;0
342;0;76;2;0.196928712;52.78120967;38700;39300;8;1.96;10;2017;6;25;3;10;45;10;55;0;0
343;0;76;3;0.196928712;52.78120967;40500;41400;4;2.45;15;2017;6;25;3;11;15;11;30;0;0
344;0;76;4;0.196928712;52.78120967;42600;43500;8;2.45;15;2017;6;25;3;11;50;12;5;0;0
345;0;76;5;0.196928712;52.78120967;52200;52500;5;0.78;5;2017;6;25;3;14;30;14;35;0;0
346;0;76;6;0.196928712;52.78120967;53400;53700;8;0.78;5;2017;6;25;3;14;50;14;55;0;0
347;0;76;7;0.196928712;52.78120967;62100;65100;7;12.74;50;2017;6;25;3;17;15;18;5;0;0
348;1;1699;1;0.239840563;64.28252599;32400;33300;5;0.48;15;2017;5;20;1;9;0;9;15;0;0
349;1;1699;2;0.239840563;64.28252599;36000;37800;5;0.48;30;2017;5;20;1;10;0;10;30;0;0
350;1;1699;3;0.239840563;64.28252599;37800;39600;8;0.48;30;2017;5;20;1;10;30;11;0;0;0
351;1;1699;4;0.239840563;64.28252599;64800;65400;7;0.48;10;2017;5;20;1;18;0;18;10;0;0
352;1;1699;5;0.239840563;64.28252599;70800;71400;8;0.48;10;2017;5;20;1;19;40;19;50;0;0
353;1;258;1;1.418600192;380.2159343;35100;36000;6;7.6;15;2017;6;25;6;9;45;10;0;0;0
354;1;258;2;1.418600192;380.2159343;37800;38400;6;2.38;10;2017;6;25;6;10;30;10;40;0;0
355;1;258;3;1.418600192;380.2159343;38700;39600;6;1.9;15;2017;6;25;6;10;45;11;0;0;0
356;1;258;4;1.418600192;380.2159343;43200;43500;6;1.9;5;2017;6;25;6;12;0;12;5;0;0
357;1;258;5;1.418600192;380.2159343;45000;45900;8;7.6;15;2017;6;25;6;12;30;12;45;0;0
358;1;1388;1;0.116898303;31.33130656;35400;51300;8;357.2;265;2016;7;27;6;9;50;14;15;0;0
359;0;1388;2;0.116898303;31.33130656;54900;55800;7;1.96;15;2016;7;27;6;15;15;15;30;0;0
360;0;1123;1;0.52058872;139.5291834;41400;46800;7;19.6;90;2016;10;43;7;11;30;13;0;0;0
361;0;1123;2;0.52058872;139.5291834;48600;54000;8;11.76;90;2016;10;43;7;13;30;15;0;0;0
362;1;1073;1;0.12102652;32.43775903;43200;54000;7;14.25;180;2017;4;14;7;12;0;15;0;0;1
363;0;1073;2;0.12102652;32.43775903;55800;58200;8;1.96;40;2017;4;14;7;15;30;16;10;0;0
364;0;1073;3;0.12102652;32.43775903;59400;63000;8;1.9;60;2017;4;14;7;16;30;17;30;0;708
365;0;1390;1;0.206068215;55.2307968;52200;52500;4;0.39;5;2017;2;7;4;14;30;14;35;0;0
366;1;1390;2;0.206068215;55.2307968;67200;68400;7;11.4;20;2017;2;7;4;18;40;19;0;0;0
367;1;1390;3;0.206068215;55.2307968;79200;80400;8;11.4;20;2017;2;7;4;22;0;22;20;0;0
368;1;1787;1;0.287452912;77.04367884;27000;29400;1;23.75;40;2017;2;6;4;7;30;8;10;0;0
369;1;1787;2;0.287452912;77.04367884;61500;64800;8;23.75;55;2017;2;6;4;17;5;18;0;0;0
370;1;1240;1;0.551731382;147.8760994;36900;38400;7;16.15;25;2017;4;15;5;10;15;10;40;0;0
371;0;1240;2;0.551731382;147.8760994;41400;44400;7;3.43;50;2017;4;15;5;11;30;12;20;0;0
372;1;1240;3;0.551731382;147.8760994;44400;45000;7;4.75;10;2017;4;15;5;12;20;12;30;0;0
373;0;1240;4;0.551731382;147.8760994;45000;48000;7;1.47;50;2017;4;15;5;12;30;13;20;0;0
374;1;1240;5;0.551731382;147.8760994;48000;48900;8;10.45;15;2017;4;15;5;13;20;13;35;0;0
375;0;1240;6;0.551731382;147.8760994;59400;65700;7;5.88;105;2017;4;15;5;16;30;18;15;0;0
376;0;957;1;0.934867341;250.5649312;52200;53100;5;0.49;15;2017;2;6;6;14;30;14;45;0;0
377;0;957;3;0.934867341;250.5649312;63900;64500;5;0.78;10;2017;2;6;6;17;45;17;55;0;0
378;0;697;1;0.093696006;25.11258266;39300;39600;4;0.59;5;2017;5;20;1;10;55;11;0;0;0
379;0;697;2;0.093696006;25.11258266;42900;43200;8;0.59;5;2017;5;20;1;11;55;12;0;0;0
380;1;697;3;0.093696006;25.11258266;61200;62100;4;4.28;15;2017;5;20;1;17;0;17;15;0;0
381;1;697;4;0.093696006;25.11258266;66600;67500;8;4.28;15;2017;5;20;1;18;30;18;45;0;0
382;0;697;5;0.093696006;25.11258266;68400;72000;7;3.63;60;2017;5;20;1;19;0;20;0;0;0
383;1;366;1;0.197780524;53.00951407;38700;39300;4;2.85;10;2016;11;45;5;10;45;10;55;0;0
384;1;366;2;0.197780524;53.00951407;39900;40500;8;2.85;10;2016;11;45;5;11;5;11;15;0;0
385;1;366;3;0.197780524;53.00951407;65700;67500;7;7.13;30;2016;11;45;5;18;15;18;45;0;0
386;0;366;4;0.197780524;53.00951407;73200;73800;7;0.29;10;2016;11;45;5;20;20;20;30;0;0
387;0;366;5;0.197780524;53.00951407;85500;86100;8;0.29;10;2016;11;45;5;23;45;23;55;0;0
388;1;366;6;0.197780524;53.00951407;86100;1200;8;7.13;25;2016;11;45;5;23;55;0;20;1;0
389;0;1857;1;0.152004389;40.74050681;37800;38520;7;4.05;12;2016;11;46;3;10;30;10;42;0;0
390;0;1857;2;0.152004389;40.74050681;47880;48600;8;4.05;12;2016;11;46;3;13;18;13;30;0;0
391;1;1247;1;0.572346813;153.4014866;36000;36600;4;3.42;10;2016;11;44;6;10;0;10;10;0;0
392;1;1247;2;0.572346813;153.4014866;37500;38160;4;3.42;11;2016;11;44;6;10;25;10;36;0;0
393;1;1247;3;0.572346813;153.4014866;40200;40920;6;4.28;12;2016;11;44;6;11;10;11;22;0;0
394;1;1247;4;0.572346813;153.4014866;44400;45300;6;4.28;15;2016;11;44;6;12;20;12;35;0;0
395;1;1247;5;0.572346813;153.4014866;48600;49500;8;4.28;15;2016;11;44;6;13;30;13;45;0;0
396;0;1247;6;0.572346813;153.4014866;56700;59400;7;2.94;45;2016;11;44;6;15;45;16;30;0;0
397;1;1247;7;0.572346813;153.4014866;60600;62220;7;5.7;27;2016;11;44;6;16;50;17;17;0;0
398;1;1247;8;0.572346813;153.4014866;63720;65100;7;5.7;23;2016;11;44;6;17;42;18;5;0;0
399;0;851;1;0.349397199;93.646105;27300;27900;3;0.49;10;2017;5;19;4;7;35;7;45;0;0
400;1;851;2;0.349397199;93.646105;51600;51720;8;0.48;2;2017;5;19;4;14;20;14;22;0;0
401;1;1660;1;0.993855715;266.3751078;26760;28560;1;17.1;30;2017;1;3;2;7;26;7;56;0;0
402;1;1660;2;0.993855715;266.3751078;55200;56760;8;17.1;26;2017;1;3;2;15;20;15;46;0;0
403;0;1660;3;0.993855715;266.3751078;65700;66000;4;0.29;5;2017;1;3;2;18;15;18;20;0;0
404;0;1660;4;0.993855715;266.3751078;66600;66900;8;0.29;5;2017;1;3;2;18;30;18;35;0;0
405;1;1616;1;0.901641054;241.6595582;25800;26400;1;7.6;10;2017;7;29;3;7;10;7;20;0;0
406;1;1616;2;0.901641054;241.6595582;50400;51000;2;3.8;10;2017;7;29;3;14;0;14;10;0;0
407;1;1616;3;0.901641054;241.6595582;54300;55200;4;13.3;15;2017;7;29;3;15;5;15;20;0;0
408;1;1616;4;0.901641054;241.6595582;56700;57300;5;5.7;10;2017;7;29;3;15;45;15;55;0;0
409;1;1616;5;0.901641054;241.6595582;60300;60900;8;4.75;10;2017;7;29;3;16;45;16;55;0;0
410;1;1877;1;4.222508312;1131.724746;39600;40500;6;3.8;15;2016;9;38;3;11;0;11;15;0;0
411;1;1877;2;4.222508312;1131.724746;40500;40800;4;0.48;5;2016;9;38;3;11;15;11;20;0;0
412;1;1877;3;4.222508312;1131.724746;41100;42000;8;3.8;15;2016;9;38;3;11;25;11;40;0;0
413;1;1877;4;4.222508312;1131.724746;45900;46500;5;1.9;10;2016;9;38;3;12;45;12;55;0;0
414;1;1877;5;4.222508312;1131.724746;46800;47400;8;1.9;10;2016;9;38;3;13;0;13;10;0;0
415;1;1877;6;4.222508312;1131.724746;64800;65400;6;9999;10;2016;9;38;3;18;0;18;10;0;0
416;1;1877;7;4.222508312;1131.724746;65700;66300;8;5.42;10;2016;9;38;3;18;15;18;25;0;0
417;1;1877;8;4.222508312;1131.724746;72900;73500;6;3.8;10;2016;9;38;3;20;15;20;25;0;0
418;0;1877;9;4.222508312;1131.724746;73500;73800;8;0.1;5;2016;9;38;3;20;25;20;30;0;0
419;0;1877;10;4.222508312;1131.724746;76500;80100;5;1.96;60;2016;9;38;3;21;15;22;15;0;0
420;0;1877;11;4.222508312;1131.724746;80100;80400;8;1.96;5;2016;9;38;3;22;15;22;20;0;0
421;1;47;1;0.213900672;57.33006698;28800;36000;7;133;120;2017;6;24;5;8;0;10;0;0;0
422;1;47;2;0.213900672;57.33006698;54000;54900;7;11.4;15;2017;6;24;5;15;0;15;15;0;0
423;1;1461;1;0.199526853;53.47756836;47400;48600;6;12.35;20;2017;4;15;7;13;10;13;30;0;1
424;1;1461;2;0.199526853;53.47756836;48900;52200;7;80.75;55;2017;4;15;7;13;35;14;30;0;1
425;1;1461;3;0.199526853;53.47756836;61200;64500;6;80.75;55;2017;4;15;7;17;0;17;55;0;1
426;1;1461;4;0.199526853;53.47756836;64800;65700;8;12.35;15;2017;4;15;7;18;0;18;15;0;1
427;1;1043;1;1.254917043;336.3452638;28800;29700;1;5.99;15;2016;10;44;1;8;0;8;15;0;0
428;1;1043;2;1.254917043;336.3452638;61500;62400;8;5.99;15;2016;10;44;1;17;5;17;20;0;0
429;0;1043;3;1.254917043;336.3452638;64200;66000;7;7.65;30;2016;10;44;1;17;50;18;20;0;1
430;0;1043;4;1.254917043;336.3452638;73800;74100;7;0.1;5;2016;10;44;1;20;30;20;35;0;0
431;0;1043;5;1.254917043;336.3452638;81900;82200;8;0.1;5;2016;10;44;1;22;45;22;50;0;0
432;0;587;1;1.251642218;335.467539;32400;33000;4;0.98;10;2017;5;20;5;9;0;9;10;0;0
433;0;587;2;1.251642218;335.467539;34200;34500;4;0.49;5;2017;5;20;5;9;30;9;35;0;0
434;0;587;3;1.251642218;335.467539;35100;35400;4;0.49;5;2017;5;20;5;9;45;9;50;0;0
435;0;587;4;1.251642218;335.467539;35700;36000;4;0.49;5;2017;5;20;5;9;55;10;0;0;0
436;0;587;5;1.251642218;335.467539;36300;36900;8;0.49;10;2017;5;20;5;10;5;10;15;0;0
437;0;547;1;0.449214798;120.3994085;29700;30300;7;1.96;10;2017;4;16;4;8;15;8;25;0;0
438;0;547;2;0.449214798;120.3994085;33000;33600;7;1.96;10;2017;4;16;4;9;10;9;20;0;0
439;1;547;3;0.449214798;120.3994085;50400;52200;7;11.4;30;2017;4;16;4;14;0;14;30;0;0
440;1;547;4;0.449214798;120.3994085;57600;61200;4;11.4;60;2017;4;16;4;16;0;17;0;0;0
441;1;547;5;0.449214798;120.3994085;61200;61800;8;11.4;10;2017;4;16;4;17;0;17;10;0;0
442;1;1463;1;1.541213369;413.0789522;52200;52800;6;4.28;10;2016;7;29;7;14;30;14;40;0;0
443;1;1463;2;1.541213369;413.0789522;52800;54000;7;11.4;20;2016;7;29;7;14;40;15;0;0;0
444;0;1463;3;1.541213369;413.0789522;66000;66300;7;0.25;5;2016;7;29;7;18;20;18;25;0;0
445;1;1463;4;1.541213369;413.0789522;71100;71700;8;6.84;10;2016;7;29;7;19;45;19;55;0;0
446;703;546;1;0.64152525;171.9428233;28800;29700;1;70703;15;2017;6;25;2;8;0;8;15;0;703
447;703;546;2;0.64152525;171.9428233;46800;47700;8;70703;15;2017;6;25;2;13;0;13;15;0;703
448;703;546;3;0.64152525;171.9428233;54000;56700;4;70703;45;2017;6;25;2;15;0;15;45;0;703
449;703;546;4;0.64152525;171.9428233;58200;58500;8;70703;5;2017;6;25;2;16;10;16;15;0;703
450;703;546;5;0.64152525;171.9428233;61200;62400;5;70703;20;2017;6;25;2;17;0;17;20;0;703
451;703;546;6;0.64152525;171.9428233;68700;69900;8;70703;20;2017;6;25;2;19;5;19;25;0;703
452;703;546;7;0.64152525;171.9428233;74400;75900;7;70703;25;2017;6;25;2;20;40;21;5;0;703
453;703;546;8;0.64152525;171.9428233;81600;83100;8;70703;25;2017;6;25;2;22;40;23;5;0;703
454;0;1325;1;0.089261164;23.9239477;43200;43500;7;1.18;5;2017;5;21;1;12;0;12;5;0;0
455;0;1325;2;0.089261164;23.9239477;44700;45000;8;1.18;5;2017;5;21;1;12;25;12;30;0;0
456;0;1325;3;0.089261164;23.9239477;50400;51000;4;2.35;10;2017;5;21;1;14;0;14;10;0;0
457;0;1325;4;0.089261164;23.9239477;52800;53400;8;2.35;10;2017;5;21;1;14;40;14;50;0;0
458;0;1325;5;0.089261164;23.9239477;67800;3000;2;468;360;2017;5;21;1;18;50;0;50;1;1
459;0;1518;1;1.254544082;336.2453022;30600;31200;1;3.63;10;2017;5;22;3;8;30;8;40;0;0
460;0;1518;2;1.254544082;336.2453022;56100;56700;8;3.63;10;2017;5;22;3;15;35;15;45;0;0
461;1;1480;1;0.135528872;36.32470714;36000;36900;4;4.75;15;2017;4;14;6;10;0;10;15;0;0
462;1;1480;2;0.135528872;36.32470714;37800;39600;8;4.75;30;2017;4;14;6;10;30;11;0;0;0
463;1;1480;3;0.135528872;36.32470714;46800;47700;5;7.6;15;2017;4;14;6;13;0;13;15;0;0
464;1;1480;4;0.135528872;36.32470714;52200;54000;8;7.6;30;2017;4;14;6;14;30;15;0;0;0
465;1;415;1;0.116558614;31.24026235;54000;56400;7;3.33;40;2017;3;13;2;15;0;15;40;0;1
466;1;1802;1;0.204732857;54.87289145;26100;27600;1;21.85;25;2017;1;4;4;7;15;7;40;0;0
467;1;1802;2;0.204732857;54.87289145;63900;65400;8;21.85;25;2017;1;4;4;17;45;18;10;0;0
468;1;353;1;0.110336736;29.57266272;32400;33000;6;4.75;10;2017;2;8;4;9;0;9;10;0;0
469;1;353;2;0.110336736;29.57266272;33300;33600;6;4.75;5;2017;2;8;4;9;15;9;20;0;0
470;1;353;3;0.110336736;29.57266272;36000;39000;5;38;50;2017;2;8;4;10;0;10;50;0;0
471;1;353;4;0.110336736;29.57266272;44400;46800;8;38;40;2017;2;8;4;12;20;13;0;0;0
472;1;353;5;0.110336736;29.57266272;68400;69600;5;15.2;20;2017;2;8;4;19;0;19;20;0;0
473;1;353;6;0.110336736;29.57266272;73800;75000;8;15.2;20;2017;2;8;4;20;30;20;50;0;0
474;0;1815;1;0.486180926;130.3071408;28800;32400;2;27;60;2017;3;10;2;8;0;9;0;0;0
475;0;1815;2;0.486180926;130.3071408;60300;64800;8;27;75;2017;3;10;2;16;45;18;0;0;0
476;0;1937;1;0.167347524;44.85280324;28800;29400;6;0.29;10;2017;3;9;4;8;0;8;10;0;0
477;0;1937;2;0.167347524;44.85280324;29700;30000;8;0.29;5;2017;3;9;4;8;15;8;20;0;0
478;0;1937;3;0.167347524;44.85280324;44700;45000;6;0.29;5;2017;3;9;4;12;25;12;30;0;0
479;0;1937;4;0.167347524;44.85280324;45000;45600;8;0.29;10;2017;3;9;4;12;30;12;40;0;0
480;1;1937;5;0.167347524;44.85280324;69300;70200;4;9.5;15;2017;3;9;4;19;15;19;30;0;0
481;1;1937;6;0.167347524;44.85280324;73800;75000;8;9.5;20;2017;3;9;4;20;30;20;50;0;0
482;1;165;1;1.135882408;304.4413736;27600;28500;3;4.75;15;2017;7;28;4;7;40;7;55;0;0
483;1;165;2;1.135882408;304.4413736;46800;47700;8;4.75;15;2017;7;28;4;13;0;13;15;0;0
484;1;1553;1;0.175931015;47.15336693;34200;57600;8;9994;390;2016;6;25;5;9;30;16;0;0;1
485;1;1553;2;0.175931015;47.15336693;66600;67500;7;6.65;15;2016;6;25;5;18;30;18;45;0;0
486;1;1553;3;0.175931015;47.15336693;72900;73800;8;6.65;15;2016;6;25;5;20;15;20;30;0;0
487;1;1553;4;0.175931015;47.15336693;73800;75000;6;14.25;20;2016;6;25;5;20;30;20;50;0;0
488;1;1553;5;0.175931015;47.15336693;75300;76800;8;14.25;25;2016;6;25;5;20;55;21;20;0;0
489;0;1314;1;1.042418076;279.3908847;23400;24000;1;0.49;10;2017;2;8;5;6;30;6;40;0;0
490;0;1314;2;1.042418076;279.3908847;49500;50100;8;0.49;10;2017;2;8;5;13;45;13;55;0;0
491;0;1314;3;1.042418076;279.3908847;54000;54900;8;0.78;15;2017;2;8;5;15;0;15;15;0;0
492;1;1032;1;0.574016839;153.84909;23400;24300;1;12.35;15;2017;3;10;1;6;30;6;45;0;0
493;1;1032;2;0.574016839;153.84909;58500;59400;8;12.35;15;2017;3;10;1;16;15;16;30;0;0
494;0;1128;1;0.318960201;85.48832267;31500;32400;5;0.98;15;2017;4;14;3;8;45;9;0;0;0
495;1;1128;2;0.318960201;85.48832267;33300;34200;1;11.4;15;2017;4;14;3;9;15;9;30;0;0
496;1;1128;3;0.318960201;85.48832267;53100;53580;4;7.6;8;2017;4;14;3;14;45;14;53;0;0
497;1;1128;4;0.318960201;85.48832267;53700;54000;8;3.8;5;2017;4;14;3;14;55;15;0;0;0
498;1;1128;5;0.318960201;85.48832267;65700;66300;7;3.8;10;2017;4;14;3;18;15;18;25;0;0
499;1;1128;6;0.318960201;85.48832267;70800;71280;8;3.8;8;2017;4;14;3;19;40;19;48;0;0
